   0.24559,  -0.04235,   0.26071,  -0.00621,   0.18918,  -0.33367,  -0.41958,  -0.08506,  -0.06595,  -0.06855,  -0.00073,  -0.13163
   0.12569,  -0.35957,   0.03543,   0.08249,  -0.02394,   0.28377,   0.16005,  -0.35968,   0.26129,  -0.08987,   0.14539,  -0.08840
   0.04550,   0.15765,   0.17763,   0.28466,  -0.05416,  -0.33431,   0.12648,  -0.50273,   0.00440,  -0.28930,  -0.12753,   0.13215
  -0.33171,  -0.09991,   0.08128,  -0.22360,  -0.07887,  -0.15210,  -0.28229,   0.13057,   0.18140,   0.25080,  -0.28210,  -0.08936
  -0.10458,   0.29607,  -0.43782,  -0.46622,   0.23522,   0.09574,   0.00607,  -0.08315,  -0.15788,  -0.13547,   0.03509,  -0.29213
  -0.20010,  -0.11013,  -0.02815,   0.01813,   0.22822,  -0.30676,   0.03877,  -0.10386,  -0.46517,  -0.05040,  -0.25748,  -0.28049
   0.02478,  -0.10512,  -0.29800,   0.05298,  -0.17791,  -0.05796,   0.08859,   0.36194,  -0.08832,  -0.37128,  -0.21568,   0.42810
   0.12641,   0.14506,   0.08002,   0.20419,   0.16197,  -0.20962,  -0.19907,   0.21717,  -0.28692,  -0.37588,  -0.37725,  -0.25249
  -0.39269,   0.13294,  -0.20621,  -0.30385,  -0.05009,  -0.23422,  -0.38053,   0.33528,  -0.13494,   0.20812,   0.06962,   0.34718
  -0.14091,  -0.03816,  -0.05406,  -0.01977,   0.25548,   0.24456,  -0.02304,  -0.12998,  -0.14464,   0.06058,   0.04409,  -0.09068
   0.00846,   0.06680,   0.19887,  -0.05734,   0.09648,  -0.21668,  -0.30445,   0.05118,  -0.53256,   0.21066,  -0.11055,   0.32889
  -0.27845,  -0.16027,  -0.29375,   0.23176,   0.01225,   0.26942,   0.14093,  -0.40044,   0.25780,  -0.52489,  -0.37590,  -0.20059
  -0.21215,  -0.11354,   0.16788,   0.22728,   0.21968,  -0.33713,   0.15158,  -0.52016,  -0.62471,  -0.17102,   0.19416,  -0.43525
   0.25363,   0.13545,   0.20753,  -0.12830,   0.22478,  -0.15989,  -0.08080,  -0.54420,  -0.13101,  -0.45158,   0.30357,   0.01448
  -0.14524,   0.28762,  -0.11826,   0.09104,  -0.09968,   0.00695,  -0.40922,  -0.27604,  -0.11284,   0.21881,  -0.05227,  -0.17429
